chr	start	end	peak_id	score	strand	intron_chr	intron_start	intron_end	intron_id	intron_score	intron_strand	rPos	Overlap_start	Overlap_end	Control_start	Control_end	Intron_length	Control_length	ExonORIntron	Overlap_Phastcon	Control_Phastcon	Overlap_GC	Control_GC	Class	m6A_Intensity
chr1	66714752	66714854	m6AIP_abcam_peak_174	0.0	+	chr1	66714716	66715112	ENSMUST00000113995.1|Rpe|ENSMUSG00000026005.15|protein_coding_Intron_4	0.0	+	0.1691919191919192	66714752	66714854	66714915	66715017	396	599	Constitutive_Intron	0.0357843	0.00627451	0.39215686274509803	0.23529411764705882	Cfg3	0.711429465886264
chr1	71053991	71054100	m6AIP_abcam_peak_178a	0.0	-	chr1	71053721	71065478	ENSMUST00000027393.7|Bard1|ENSMUSG00000026196.7|protein_coding_Intron_6	0.0	-	0.9738878965722548	71053991	71054100	71057992	71058101	11757	1219	Constitutive_Intron	0.0483945	0.0488899	0.5596330275229358	0.44954128440366975	Cfg3	0.920414402042286
chr1	71054101	71054299	m6AIP_abcam_peak_178b	0.0	-	chr1	71053721	71065478	ENSMUST00000027393.7|Bard1|ENSMUSG00000026196.7|protein_coding_Intron_6	0.0	-	0.961469762694565	71054101	71054299	71058701	71058899	11757	11757	Constitutive_Intron	0.204767	0.554835	0.5858585858585859	0.4090909090909091	Cfg3	0.620591297445337
chr1	72199074	72199174	m6AIP_abcam_peak_181	0.0	-	chr1	72192202	72212016	ENSMUST00000048860.8|Mreg|ENSMUSG00000039395.8|protein_coding_Intron_1	0.0	-	0.6498435449682043	72199074	72199174	72196424	72196524	19814	1586	Constitutive_Intron	0.00027	0.04661	0.51	0.5	Cfg3	1.53105085210372
chr1	72338067	72338268	m6AIP_abcam_peak_182	0.0	+	chr1	72334698	72338959	ENSMUST00000027379.9|Xrcc5|ENSMUSG00000026187.9|protein_coding_Intron_10	0.0	+	0.8136587655479934	72338067	72338268	72336880	72337081	4261	1562	Constitutive_Intron	0.00371144	0.107682	0.5074626865671642	0.5024875621890548	Cfg3	0.95828151880877
chr1	72343709	72343891	m6AIP_abcam_peak_183	0.0	+	chr1	72343142	72346227	ENSMUST00000027379.9|Xrcc5|ENSMUSG00000026187.9|protein_coding_Intron_13	0.0	+	0.21588330632090763	72343709	72343891	72345549	72345731	3085	2867	Constitutive_Intron	0.228582	0.367516	0.532967032967033	0.5384615384615384	Cfg3	1.5962195689227
chr1	72824990	72825138	m6AIP_abcam_peak_185	0.0	+	chr1	72824964	72849085	ENSMUST00000047328.10|Igfbp2|ENSMUSG00000039323.18|protein_coding_Intron_1	0.0	+	0.0028191202686455785	72824990	72825138	72848386	72848534	24121	2293	Constitutive_Intron	0.112845	0.022	0.5472972972972973	0.5337837837837838	Cfg3	1.03955265834151
chr1	72827221	72827359	m6AIP_abcam_peak_186	0.0	+	chr1	72824964	72849085	ENSMUST00000047328.10|Igfbp2|ENSMUSG00000039323.18|protein_coding_Intron_1	0.0	+	0.09688653040918702	72827221	72827359	72828289	72828427	24121	24121	Constitutive_Intron	0.201986	0.405261	0.4782608695652174	0.5144927536231884	Cfg3	0.927303977547019
chr1	72838723	72838876	m6AIP_abcam_peak_187	0.0	+	chr1	72824964	72849085	ENSMUST00000047328.10|Igfbp2|ENSMUSG00000039323.18|protein_coding_Intron_1	0.0	+	0.5734836864143278	72838723	72838876	72835941	72836094	24121	2293	Constitutive_Intron	0.240105	0.122895	0.46405228758169936	0.33986928104575165	Cfg3	0.403829375880203
chr1	74249748	74249872	m6AIP_abcam_peak_190	0.0	+	chr1	74248244	74251253	ENSMUST00000113820.8|Arpc2|ENSMUSG00000006304.14|protein_coding_Intron_4	0.0	+	0.5098039215686274	74249748	74249872	74250707	74250831	3009	2017	Constitutive_Intron	0.0735968	0.178492	0.5725806451612904	0.3467741935483871	Cfg3	0.177740754551425
chr1	77463778	77463932	m6AIP_abcam_peak_203	0.0	-	chr1	77445020	77506547	ENSMUST00000027451.12|Epha4|ENSMUSG00000026235.14|protein_coding_Intron_3	0.0	-	0.6944430900255172	77463778	77463932	77490584	77490738	61527	25226	Constitutive_Intron	0.0244416	0.0585909	0.45454545454545453	0.538961038961039	Cfg3	0.622074112707034
chr1	78664458	78664562	m6AIP_abcam_peak_205	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.0672782874617737	78664458	78664562	78666516	78666620	18312	587	Alternative_ExonIntron	0.480356	0.928471	0.4807692307692308	0.46153846153846156	Cfg3	1.44071953969852
chr1	78665260	78665369	m6AIP_abcam_peak_206a	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.11009174311926606	78665260	78665369	78678689	78678798	18312	1966	Alternative_ExonIntron	0.698294	0.155367	0.48623853211009177	0.44954128440366975	Cfg3	0.996467510328968
chr1	78665370	78665570	m6AIP_abcam_peak_206b	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.11822848405417213	78665370	78665570	78676104	78676304	18312	18312	Alternative_ExonIntron	0.586575	0.0895088	0.45	0.475	Cfg3	1.72489321390442
chr1	78666258	78666499	m6AIP_SySy_peak_158a	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.1694517256443862	78666258	78666499	78670709	78670950	18312	6226	Alternative_ExonIntron	0.857087	0.12939	0.4979253112033195	0.5726141078838174	Cfg1	2.07653523742124
chr1	78666500	78666672	m6AIP_SySy_peak_158b	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.18228484054172128	78666500	78666672	78669600	78669772	18312	1703	Alternative_ExonIntron	0.820058	0.0299942	0.47674418604651164	0.45930232558139533	Cfg1	1.16420056482197
chr1	78668039	78668216	m6AIP_abcam_peak_208	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.2686216688510267	78668039	78668216	78667340	78667517	18312	2025	Alternative_ExonIntron	0.23778	0.683678	0.4463276836158192	0.4350282485875706	Cfg3	0.520079025022278
chr1	78669869	78670006	m6AIP_abcam_peak_209	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.36036478811708167	78669869	78670006	78663656	78663793	18312	587	Alternative_ExonIntron	0.0367591	0.0178613	0.43795620437956206	0.3284671532846715	Cfg3	0.3151138211136
chr1	78673563	78673736	m6AIP_abcam_peak_210	0.0	+	chr1	78663280	78681592	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_2	0.0	+	0.5658038444735692	78673563	78673736	78665371	78665544	18312	1633	Constitutive_Intron	0.0500578	0.659971	0.4624277456647399	0.45664739884393063	Cfg3	1.232955400924
chr1	78691476	78691603	m6AIP_abcam_peak_211	0.0	+	chr1	78690378	78692081	ENSMUST00000035779.14|Acsl3|ENSMUSG00000032883.15|protein_coding_Intron_5	0.0	+	0.6852613035819143	78691476	78691603	78690518	78690645	1703	5037	Constitutive_Intron	0	0.136375	0.48031496062992124	0.1889763779527559	Cfg3	1.81352972455728
chr1	82855435	82855685	m6AIP_abcam_peak_212	0.0	+	chr1	82839889	82858355	ENSMUST00000190046.6|Agfg1|ENSMUSG00000026159.13|protein_coding_Intron_1	0.0	+	0.8486407451532546	82855435	82855685	82852717	82852967	18466	431	Constitutive_Intron	0.056836	0.117832	0.492	0.428	Cfg3	0.265835450722919
chr1	84226399	84226526	m6AIP_abcam_peak_214	0.0	-	chr1	84159378	84284340	ENSMUST00000168574.8|Pid1|ENSMUSG00000045658.16|protein_coding_Intron_1	0.0	-	0.463100782637922	84226399	84226526	84211054	84211181	124962	120724	Constitutive_Intron	0	0.337433	0.5196850393700787	0.33858267716535434	Cfg3	0.784866016595439
chr1	84733671	84733810	m6AIP_abcam_peak_217	0.0	-	chr1	84732127	84736981	ENSMUST00000027421.12|Trip12|ENSMUSG00000026219.14|protein_coding_Intron_33	0.0	-	0.669756901524516	84733671	84733810	84734502	84734641	4854	1011	Constitutive_Intron	0.00611511	0.00958993	0.4244604316546763	0.30935251798561153	Cfg3	0.954617010040163
chr1	84837944	84838157	m6AIP_abcam_peak_218	0.0	-	chr1	84814969	84839228	ENSMUST00000027421.12|Trip12|ENSMUSG00000026219.14|protein_coding_Intron_1	0.0	-	0.04699286862607688	84837944	84838157	84833013	84833226	24259	89	Constitutive_Intron	0.0206009	0.198111	0.4413145539906103	0.431924882629108	Cfg3	0.858981722686385
chr1	84838651	84838758	m6AIP_abcam_peak_219	0.0	-	chr1	84814969	84839228	ENSMUST00000027421.12|Trip12|ENSMUSG00000026219.14|protein_coding_Intron_1	0.0	-	0.021806339915083073	84838651	84838758	84829146	84829253	24259	3127	Alternative_ExonIntron	0.902794	0.0781667	0.6261682242990654	0.4485981308411215	Cfg3	1.25027508377888
chr1	86526981	86527178	m6AIP_SySy_peak_165a	0.0	+	chr1	86526950	86527848	ENSMUST00000188699.6|Ptma|ENSMUSG00000026238.14|protein_coding_Intron_1	0.0	+	0.11469933184855234	86526981	86527178	86527320	86527517	898	211	Constitutive_Intron	0.254604	0.27132	0.7258883248730964	0.7258883248730964	Cfg2	-0.221064730384965
chr1	86527214	86527370	m6AIP_SySy_peak_165b	0.0	+	chr1	86526950	86527848	ENSMUST00000188699.6|Ptma|ENSMUSG00000026238.14|protein_coding_Intron_1	0.0	+	0.43318485523385303	86527214	86527370	86527509	86527665	898	762	Constitutive_Intron	0.549359	0.252237	0.6794871794871795	0.7051282051282052	Cfg2	-0.388164793811484
chr1	86527371	86527528	m6AIP_SySy_peak_165c	0.0	+	chr1	86526950	86527848	ENSMUST00000188699.6|Ptma|ENSMUSG00000026238.14|protein_coding_Intron_1	0.0	+	0.5044543429844098	86527371	86527528	86527434	86527591	898	898	Constitutive_Intron	0.125624	0.00828025	0.7070063694267515	0.6815286624203821	Cfg2	-0.67345610713044
chr1	86529296	86529475	m6AIP_abcam_peak_228	0.0	+	chr1	86529244	86529455	ENSMUST00000188699.6|Ptma|ENSMUSG00000026238.14|protein_coding_Intron_4	0.0	+	0.3175355450236967	86529296	86529455	86529264	86529423	211	898	Constitutive_Intron	0.00902516	0.000849057	0.4779874213836478	0.4591194968553459	Cfg3	0.795642147890997
chr1	87232050	87232216	m6AIP_SySy_peak_166	0.0	+	chr1	87226233	87232593	ENSMUST00000050876.13|Eif4e2|ENSMUSG00000026254.17|protein_coding_Intron_6	0.0	+	0.9251572327044025	87232050	87232216	87229817	87229983	6360	94	Constitutive_Intron	0.00205422	0.0167771	0.5120481927710844	0.5542168674698795	Cfg2	0.949740823815467
chr1	87681067	87681242	m6AIP_abcam_peak_235	0.0	+	chr1	87676370	87681488	ENSMUST00000169754.7|Inpp5d|ENSMUSG00000026288.14|protein_coding_Intron_6	0.0	+	0.9234075810863619	87681067	87681242	87680594	87680769	5118	1913	Constitutive_Intron	0.00656571	0.0305829	0.5314285714285715	0.41714285714285715	Cfg3	0.469892301619794
chr1	87686286	87686487	m6AIP_abcam_peak_236	0.0	+	chr1	87683866	87691624	ENSMUST00000169754.7|Inpp5d|ENSMUSG00000026288.14|protein_coding_Intron_9	0.0	+	0.31567414282031453	87686286	87686487	87686068	87686269	7758	1913	Constitutive_Intron	0.0048209	0.0369751	0.4925373134328358	0.4626865671641791	Cfg3	0.886353857685972
chr1	87776958	87777089	m6AIP_abcam_peak_237	0.0	+	chr1	87775859	87778921	ENSMUST00000113190.2|Atg16l1|ENSMUSG00000026289.15|protein_coding_Intron_10	0.0	+	0.3997387328543436	87776958	87777089	87778594	87778725	3062	2687	Alternative_ExonIntron	0.623763	0.126015	0.48854961832061067	0.4198473282442748	Cfg3	-0.421795390374773
chr1	89678490	89678720	m6AIP_abcam_peak_250	0.0	+	chr1	89671271	89725960	ENSMUST00000074945.7|Agap1|ENSMUSG00000055013.16|protein_coding_Intron_10	0.0	+	0.1341403207226316	89678490	89678720	89708296	89708526	54689	54689	Constitutive_Intron	0.31783	0.878383	0.5	0.3782608695652174	Cfg3	1.82759613324407
chr1	89810560	89810691	m6AIP_abcam_peak_251a	0.0	+	chr1	89789324	89834433	ENSMUST00000074945.7|Agap1|ENSMUSG00000055013.16|protein_coding_Intron_13	0.0	+	0.4718570573499745	89810560	89810691	89833308	89833439	45109	45109	Constitutive_Intron	0.00176336	0.0428779	0.5114503816793893	0.5648854961832062	Cfg3	0.696042499431667
chr1	89810692	89810830	m6AIP_abcam_peak_251b	0.0	+	chr1	89789324	89834433	ENSMUST00000074945.7|Agap1|ENSMUSG00000055013.16|protein_coding_Intron_13	0.0	+	0.47553703252122637	89810692	89810830	89832835	89832973	45109	1245	Constitutive_Intron	0.00492754	0.00980435	0.5217391304347826	0.45652173913043476	Cfg3	2.69853353637481
chr1	91310995	91311106	m6AIP_abcam_peak_255	0.0	+	chr1	91309903	91315488	ENSMUST00000027532.12|Scly|ENSMUSG00000026307.12|protein_coding_Intron_7	0.0	+	0.20752014324082363	91310995	91311106	91314785	91314896	5585	2859	Alternative_ExonIntron	0.00713514	0	0.5315315315315315	0.4594594594594595	Cfg3	0.738973162083582
chr1	91398060	91398137	m6AIP_abcam_peak_256a	0.0	-	chr1	91391197	91398650	ENSMUST00000027534.12|Ilkap|ENSMUSG00000026309.14|protein_coding_Intron_1	0.0	-	0.07366161277337979	91398060	91398137	91394148	91394225	7453	7453	Constitutive_Intron	0.0166104	0.00783117	0.5324675324675324	0.35064935064935066	Cfg3	1.2012785990967
chr1	91398138	91398216	m6AIP_abcam_peak_256b	0.0	-	chr1	91391197	91398650	ENSMUST00000027534.12|Ilkap|ENSMUSG00000026309.14|protein_coding_Intron_1	0.0	-	0.06896551724137934	91398138	91398216	91392246	91392324	7453	2066	Constitutive_Intron	0.000948718	0.00166667	0.5256410256410257	0.3974358974358974	Cfg3	0.722012179597801
chr1	91510606	91510834	m6AIP_abcam_peak_258	0.0	+	chr1	91507568	91511351	ENSMUST00000189341.6|Traf3ip1|ENSMUSG00000034292.13|protein_coding_Intron_6	0.0	+	0.8485329103885805	91510606	91510834	91510351	91510579	3783	94	Constitutive_Intron	0.00102193	0.0157807	0.5307017543859649	0.5219298245614035	Cfg3	1.8999784158354
chr1	92911513	92911675	m6AIP_SySy_peak_186	0.0	+	chr1	92911483	92915058	ENSMUST00000027487.14|Rnpepl1|ENSMUSG00000026269.14|protein_coding_Intron_1	0.0	+	0.027412587412587414	92911513	92911675	92911636	92911798	3575	235	Alternative_ExonIntron	0.00717284	0.0579198	0.6234567901234568	0.5493827160493827	Cfg2	1.43025492195567
chr1	93276540	93276717	m6AIP_abcam_peak_262	0.0	+	chr1	93275470	93280480	ENSMUST00000062202.13|Sned1|ENSMUSG00000047793.13|protein_coding_Intron_16	0.0	+	0.23552894211576847	93276540	93276717	93275744	93275921	5010	144	Constitutive_Intron	0.00171751	0.00115254	0.4971751412429379	0.5141242937853108	Cfg3	1.12453294820314
chr1	93485071	93485175	m6AIP_abcam_peak_269	0.0	+	chr1	93479068	93489123	ENSMUST00000027495.14|Sept2|ENSMUSG00000026276.20|protein_coding_Intron_1	0.0	+	0.6036797613127797	93485071	93485175	93484730	93484834	10055	947	Constitutive_Intron	0.407442	0.178577	0.4423076923076923	0.46153846153846156	Cfg3	0.25123206383415
chr1	93485071	93485175	m6AIP_abcam_peak_269	0.0	+	chr1	93479180	93489123	ENSMUST00000168776.7|Sept2|ENSMUSG00000116048.1|protein_coding_Intron_1	0.0	+	0.5992155285125214	93485071	93485175	93485476	93485580	9943	1675	Constitutive_Intron	0.407442	0.0305481	0.4423076923076923	0.36538461538461536	Cfg3	0.25123206383415
chr1	93749286	93749408	m6AIP_SySy_peak_195	0.0	-	chr1	93725316	93749846	ENSMUST00000190116.6|Thap4|ENSMUSG00000026279.14|protein_coding_Intron_2	0.0	-	0.020627802690582953	93749286	93749408	93740973	93741095	24530	8415	Constitutive_Intron	0.00290984	0.446369	0.5163934426229508	0.45081967213114754	Cfg2	2.70287336533517
chr1	105521314	105521466	m6AIP_SySy_peak_200	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.29279849755048837	105521314	105521466	105540180	105540332	161869	94	Alternative_ExonIntron	0.0885197	0	0.5	0.42105263157894735	Cfg2	1.34186473029066
chr1	105534004	105534106	m6AIP_SySy_peak_201	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.21466741624399976	105534004	105534106	105412325	105412427	161869	161869	Constitutive_Intron	0	0.00246078	0.37254901960784315	0.5588235294117647	Cfg1	2.50407126523385
chr1	105534004	105534106	m6AIP_SySy_peak_201	0.0	-	chr1	105522127	105546663	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_30	0.0	-	0.5149983697424193	105534004	105534106	105539002	105539104	24536	3754	Constitutive_Intron	0	0	0.37254901960784315	0.5098039215686274	Cfg1	2.50407126523385
chr1	105537479	105537648	m6AIP_abcam_peak_274	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.19295850348121013	105537479	105537648	105410610	105410779	161869	18636	Constitutive_Intron	0	0.246629	0.39644970414201186	0.40828402366863903	Cfg3	1.74584110687308
chr1	105537479	105537648	m6AIP_abcam_peak_274	0.0	-	chr1	105522127	105546663	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_30	0.0	-	0.3717802412781219	105537479	105537648	105532767	105532936	24536	633	Constitutive_Intron	0	0.128562	0.39644970414201186	0.2958579881656805	Cfg3	1.74584110687308
chr1	105566735	105566852	m6AIP_abcam_peak_275	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.012213580117255263	105566735	105566852	105524494	105524611	161869	2109	Alternative_ExonIntron	0	0	0.5470085470085471	0.47863247863247865	Cfg3	1.45143863080361
chr1	105566735	105566852	m6AIP_abcam_peak_275	0.0	-	chr1	105566250	105579921	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_22	0.0	-	0.959915148855241	105566735	105566852	105573043	105573160	13671	633	Alternative_ExonIntron	0	0.160821	0.5470085470085471	0.358974358974359	Cfg3	1.45143863080361
chr1	105566960	105567128	m6AIP_abcam_peak_276	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.01054556462324474	105566960	105567128	105561591	105561759	161869	161869	Alternative_ExonIntron	0	0.156512	0.44047619047619047	0.3392857142857143	Cfg3	0.922370747977307
chr1	105566960	105567128	m6AIP_abcam_peak_276	0.0	-	chr1	105566250	105579921	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_22	0.0	-	0.9401653134372029	105566960	105567128	105575492	105575660	13671	3754	Alternative_ExonIntron	0	0.367446	0.44047619047619047	0.25	Cfg3	0.922370747977307
chr1	105567547	105567725	m6AIP_SySy_peak_202	0.0	-	chr1	105406906	105568775	ENSMUST00000188743.1|Gm28403|ENSMUSG00000101214.1|lncRNA_Intron_1	0.0	-	0.006937708888051453	105567547	105567725	105553237	105553415	161869	1462	Alternative_ExonIntron	0	0.22932	0.4157303370786517	0.4550561797752809	Cfg2	2.44839974736749
chr1	105567547	105567725	m6AIP_SySy_peak_202	0.0	-	chr1	105566250	105579921	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_22	0.0	-	0.8974471509033721	105567547	105567725	105570534	105570712	13671	438	Alternative_ExonIntron	0	0	0.4157303370786517	0.3539325842696629	Cfg2	2.44839974736749
chr1	105618356	105618475	m6AIP_abcam_peak_277	0.0	-	chr1	105599127	105637509	ENSMUST00000186485.6|Pign|ENSMUSG00000056536.14|protein_coding_Intron_14	0.0	-	0.49744671981658073	105618356	105618475	105622034	105622153	38382	2963	Constitutive_Intron	0	0.0108571	0.5798319327731093	0.2857142857142857	Cfg3	0.474075489993958
chr1	105748010	105748127	m6AIP_abcam_peak_278	0.0	+	chr1	105746185	105750321	ENSMUST00000086721.9|Relch|ENSMUSG00000026319.13|protein_coding_Intron_26	0.0	+	0.4564796905222437	105748010	105748127	105750183	105750300	4136	96	Constitutive_Intron	0.00591453	0.00723077	0.46153846153846156	0.4188034188034188	Cfg3	1.15747001119206
chr1	106748339	106748449	m6AIP_abcam_peak_283	0.0	-	chr1	106747836	106753211	ENSMUST00000010049.5|Kdsr|ENSMUSG00000009905.5|protein_coding_Intron_3	0.0	-	0.8919069767441861	106748339	106748449	106747961	106748071	5375	2607	Constitutive_Intron	0	0.141445	0.5727272727272728	0.44545454545454544	Cfg3	0.623276553752693
chr1	113894186	113894295	m6AIP_SySy_peak_212	0.0	-	chr1	113892048	113909334	ENSMUST00000180837.1|9330185C12Rik|ENSMUSG00000097648.1|lncRNA_Intron_2	0.0	-	0.8730186277912761	113894186	113894295	113905876	113905985	17286	17286	Constitutive_Intron	0	0	0.45871559633027525	0.4036697247706422	Cfg1	2.86606116681792
chr1	113894323	113894478	m6AIP_abcam_peak_284b	0.0	-	chr1	113892048	113909334	ENSMUST00000180837.1|9330185C12Rik|ENSMUSG00000097648.1|lncRNA_Intron_2	0.0	-	0.8632997801689228	113894323	113894478	113907467	113907622	17286	17286	Constitutive_Intron	0	0	0.47096774193548385	0.36774193548387096	Cfg3	2.01205120731318
chr1	113923957	113924057	m6AIP_abcam_peak_285	0.0	-	chr1	113909363	113963818	ENSMUST00000180837.1|9330185C12Rik|ENSMUSG00000097648.1|lncRNA_Intron_1	0.0	-	0.7317050775869984	113923957	113924057	113909993	113910093	54455	17286	Constitutive_Intron	0.01008	0	0.46	0.45	Cfg3	0.197546571327585
chr1	113946633	113946776	m6AIP_abcam_peak_286	0.0	-	chr1	113909363	113963818	ENSMUST00000180837.1|9330185C12Rik|ENSMUSG00000097648.1|lncRNA_Intron_1	0.0	-	0.31418602515838767	113946633	113946776	113923137	113923280	54455	54455	Constitutive_Intron	0.0140769	0.0658671	0.46153846153846156	0.36363636363636365	Cfg3	1.22680684322142
chr1	113949652	113949804	m6AIP_abcam_peak_287	0.0	-	chr1	113909363	113963818	ENSMUST00000180837.1|9330185C12Rik|ENSMUSG00000097648.1|lncRNA_Intron_1	0.0	-	0.2596639427049857	113949652	113949804	113912900	113913052	54455	54455	Constitutive_Intron	0	0	0.40789473684210525	0.35526315789473684	Cfg3	0.70101448664929
chr1	118302893	118303007	m6AIP_abcam_peak_289	0.0	-	chr1	118301037	118304690	ENSMUST00000027623.8|Tsn|ENSMUSG00000026374.14|protein_coding_Intron_5	0.0	-	0.47823706542567757	118302893	118303007	118304434	118304548	3653	3653	Constitutive_Intron	0.275096	0.252088	0.41228070175438597	0.4649122807017544	Cfg3	0.779036690690944
chr1	118841264	118841403	m6AIP_abcam_peak_295	0.0	-	chr1	118840590	118841915	ENSMUST00000062483.14|Gli2|ENSMUSG00000048402.14|protein_coding_Intron_12	0.0	-	0.44981132075471697	118841264	118841403	118841505	118841644	1325	778	Constitutive_Intron	0.00110791	0.511799	0.5539568345323741	0.5611510791366906	Cfg3	0.99881610803973
